Date,open,high,low,close
2/13/02,1107.50,1120.56,1107.50,1118.51
2/14/02,1118.51,1124.72,1112.30,1116.48
2/15/02,1116.48,1117.09,1103.23,1104.18
2/19/02,1104.18,1104.18,1082.24,1083.34
2/20/02,1083.34,1098.32,1074.36,1097.98
2/21/02,1097.98,1101.50,1080.24,1080.95
2/22/02,1080.95,1093.93,1074.39,1089.84
2/25/02,1089.84,1112.71,1089.84,1109.43
2/26/02,1109.43,1115.05,1101.72,1109.38
2/27/02,1109.38,1123.06,1102.26,1109.89
2/28/02,1109.89,1121.57,1106.73,1106.73
3/1/2002,1106.73,1131.79,1106.73,1131.78
3/4/2002,1131.78,1153.84,1130.93,1153.84
3/5/2002,1153.84,1157.74,1144.78,1146.14
3/6/2002,1146.14,1165.29,1145.11,1162.77
3/7/2002,1162.77,1167.94,1150.69,1157.54
3/8/2002,1157.54,1172.76,1157.54,1164.31
3/11/2002,1164.31,1173.03,1159.58,1168.26
3/12/2002,1168.26,1168.26,1154.34,1165.58
3/13/02,1165.58,1165.58,1151.01,1154.09
3/14/02,1154.09,1157.83,1151.08,1153.04
3/15/02,1153.04,1166.48,1153.04,1166.16
3/18/02,1166.16,1172.73,1159.14,1165.55
3/19/02,1165.55,1173.94,1165.55,1170.29
3/20/02,1170.29,1170.29,1151.61,1151.85
3/21/02,1151.85,1155.10,1139.48,1153.59
3/22/02,1153.59,1156.49,1144.60,1148.70
3/25/02,1148.70,1151.04,1131.87,1131.87
3/26/02,1131.87,1147.00,1131.61,1138.49
3/27/02,1138.49,1146.95,1135.33,1144.58
3/28/02,1144.58,1154.45,1144.58,1147.39
4/1/2002,1147.39,1147.84,1132.87,1146.54
4/2/2002,1146.54,1146.54,1135.71,1136.76
4/3/2002,1136.76,1138.85,1119.68,1125.40
4/4/2002,1125.40,1130.45,1120.06,1126.34
4/5/2002,1126.34,1133.31,1119.49,1122.73
4/8/2002,1122.73,1125.41,1111.79,1125.29
4/9/2002,1125.29,1128.29,1116.73,1117.80
4/10/2002,1117.80,1131.76,1117.80,1130.47
4/11/2002,1130.47,1130.47,1102.42,1103.69
4/12/2002,1103.69,1112.77,1102.74,1111.01
4/15/02,1111.01,1114.86,1099.41,1102.55
4/16/02,1102.55,1129.40,1102.55,1128.37
4/17/02,1128.37,1133.00,1123.37,1126.07
4/18/02,1126.07,1130.49,1109.29,1124.47
4/19/02,1124.47,1128.82,1122.59,1125.17
4/22/02,1125.17,1125.17,1105.62,1107.83
4/23/02,1107.83,1111.17,1098.94,1100.96
4/24/02,1100.96,1108.46,1092.51,1093.14
4/25/02,1093.14,1094.36,1084.81,1091.48
4/26/02,1091.48,1096.77,1076.31,1076.32
4/29/02,1076.32,1078.95,1063.62,1065.45
4/30/02,1065.45,1082.62,1063.46,1076.92
5/1/2002,1076.92,1088.32,1065.29,1086.46
5/2/2002,1086.46,1091.42,1079.46,1084.56
5/3/2002,1084.56,1084.56,1068.89,1073.43
5/6/2002,1073.43,1075.96,1052.65,1052.67
5/7/2002,1052.67,1058.67,1048.96,1049.49
5/8/2002,1049.49,1088.92,1049.49,1088.85
5/9/2002,1088.85,1088.85,1072.23,1073.01
5/10/2002,1073.01,1075.43,1053.93,1054.99
5/13/02,1054.99,1074.84,1053.90,1074.56
5/14/02,1074.56,1097.71,1074.56,1097.28
5/15/02,1097.28,1104.23,1088.94,1091.07
5/16/02,1091.07,1099.29,1089.17,1098.23
5/17/02,1098.23,1106.59,1096.77,1106.59
5/20/02,1106.59,1106.59,1090.61,1091.88
5/21/02,1091.88,1099.55,1079.08,1079.88
5/22/02,1079.88,1086.02,1075.64,1086.02
5/23/02,1086.02,1097.10,1080.55,1097.08
5/24/02,1097.08,1097.08,1082.19,1083.82
5/28/02,1083.82,1085.98,1070.31,1074.55
5/29/02,1074.55,1074.83,1067.66,1067.66
5/30/02,1067.66,1069.50,1054.26,1064.66
5/31/02,1064.66,1079.93,1064.66,1067.14
6/3/2002,1067.14,1070.74,1039.90,1040.68
6/4/2002,1040.68,1046.06,1030.52,1040.69
6/5/2002,1040.69,1050.11,1038.84,1049.90
6/6/2002,1049.90,1049.90,1026.91,1029.15
6/7/2002,1029.15,1033.02,1012.49,1027.53
6/10/2002,1027.53,1038.18,1025.45,1030.74
6/11/2002,1030.74,1039.04,1012.94,1013.60
6/12/2002,1013.26,1021.85,1002.58,1020.26
6/13/02,1020.26,1023.47,1008.12,1009.56
6/14/02,1009.56,1009.56,981.63,1007.27
6/17/02,1007.27,1036.17,1007.27,1036.17
6/18/02,1036.17,1040.83,1030.92,1037.14
6/19/02,1037.14,1037.61,1017.88,1019.99
6/20/02,1019.99,1023.33,1004.59,1006.29
6/21/02,1006.29,1006.29,985.65,989.14
6/24/02,989.14,1002.11,970.85,992.72
6/25/02,992.72,1005.88,974.21,976.14
6/26/02,976.14,977.43,952.92,973.53
6/27/02,973.53,990.67,963.74,990.64
6/28/02,990.64,1001.79,988.31,989.82
7/1/2002,989.82,994.46,967.43,968.65
7/2/2002,968.65,968.65,945.54,948.09
7/3/2002,948.09,954.30,934.87,953.99
7/5/2002,953.99,989.07,953.99,989.03
7/8/2002,989.03,993.56,972.91,976.98
7/9/2002,976.98,979.63,951.71,952.83
7/10/2002,952.83,956.34,920.29,920.47
7/11/2002,920.47,929.16,900.94,927.37
7/12/2002,927.37,934.31,913.71,921.39
7/15/02,921.39,921.39,876.46,917.93
7/16/02,917.93,918.65,897.13,900.94
7/17/02,901.05,926.52,895.03,906.04
7/18/02,905.45,907.80,880.60,881.56
7/19/02,881.56,881.56,842.07,847.75
7/22/02,847.76,854.13,813.26,819.85
7/23/02,819.85,827.69,796.13,797.70
7/24/02,797.71,844.32,775.68,843.43
7/25/02,843.42,853.83,816.11,838.68
7/26/02,838.68,852.85,835.92,852.84
7/29/02,852.84,898.96,852.84,898.96
7/30/02,898.96,909.81,884.70,902.78
7/31/02,902.78,911.64,889.88,911.62
8/1/2002,911.62,911.62,882.48,884.66
8/2/2002,884.40,884.72,853.95,864.24
8/5/2002,864.24,864.24,833.44,834.60
8/6/2002,834.60,874.44,834.60,859.57
8/7/2002,859.57,878.74,854.15,876.77
8/8/2002,876.77,905.84,875.17,905.46
8/9/2002,898.73,913.95,890.77,908.64
8/12/2002,908.64,908.64,892.38,903.80
8/13/02,903.80,911.71,883.62,884.21
8/14/02,884.21,920.21,876.20,919.62
8/15/02,919.62,933.29,918.17,930.25
8/16/02,930.25,935.38,916.21,928.77
8/19/02,928.77,951.17,927.21,950.70
8/20/02,950.70,950.70,931.86,937.43
8/21/02,937.43,951.59,931.32,949.36
8/22/02,949.36,965.00,946.43,962.70
8/23/02,962.70,962.70,937.17,940.86
8/26/02,940.86,950.80,930.42,947.95
8/27/02,947.95,955.82,930.36,934.82
8/28/02,934.82,934.82,913.21,917.87
8/29/02,917.87,924.59,903.33,917.80
8/30/02,917.80,928.15,910.17,916.07
9/3/2002,916.07,916.07,877.51,878.02
9/4/2002,878.02,896.10,875.73,893.40
9/5/2002,893.40,893.40,870.50,879.15
9/6/2002,879.15,899.07,879.15,893.92
9/9/2002,893.92,907.34,882.92,902.96
9/10/2002,902.96,909.89,900.50,909.58
9/11/2002,910.63,924.02,908.47,909.45
9/12/2002,909.45,909.45,884.84,886.91
9/13/02,886.91,892.75,877.05,889.81
9/16/02,889.81,891.84,878.91,891.10
9/17/02,891.10,902.68,872.38,873.52
9/18/02,873.52,878.45,857.39,869.46
9/19/02,869.46,869.46,843.09,843.32
9/20/02,843.32,849.32,839.09,845.39
9/23/02,845.39,845.39,825.76,833.70
9/24/02,833.70,833.70,817.38,819.29
9/25/02,819.27,844.22,818.46,839.66
9/26/02,839.66,856.60,839.66,854.95
9/27/02,854.95,854.95,826.84,827.37
9/30/02,827.37,827.37,800.20,815.28
10/1/2002,815.28,847.93,812.82,847.91
10/2/2002,843.77,851.93,826.50,827.91
10/3/2002,827.91,840.02,817.25,818.95
10/4/2002,818.95,825.90,794.10,800.58
10/7/2002,800.58,808.21,782.96,785.28
10/8/2002,785.28,808.86,779.50,798.55
10/9/2002,798.55,798.55,775.80,776.76
10/10/2002,776.76,806.51,768.63,803.92
10/11/2002,803.92,843.27,803.92,835.32
10/14/02,835.32,844.39,828.37,841.44
10/15/02,841.44,881.27,841.44,881.27
10/16/02,881.27,881.27,856.28,860.02
10/17/02,860.02,885.35,860.02,879.20
10/18/02,879.20,886.68,866.58,884.39
10/21/02,884.39,900.69,873.06,899.72
10/22/02,899.72,899.72,882.40,890.16
10/23/02,890.16,896.14,873.82,896.14
10/24/02,896.14,902.94,879.00,882.50
10/25/02,882.50,897.71,877.03,897.65
10/28/02,897.65,907.44,886.15,890.23
10/29/02,890.23,890.64,867.91,882.15
10/30/02,882.15,895.28,879.19,890.71
10/31/02,890.71,898.83,879.75,885.76
11/1/2002,885.76,903.42,877.71,900.96
11/4/2002,900.96,924.58,900.96,908.35
11/5/2002,908.35,915.83,904.91,915.39
11/6/2002,915.39,925.66,905.00,923.76
11/7/2002,923.76,923.76,898.68,902.65
11/8/2002,902.65,910.11,891.62,894.74
11/11/2002,894.74,894.74,874.63,876.19
11/12/2002,876.19,894.30,876.19,882.95
11/13/02,882.95,892.51,872.05,882.53
11/14/02,882.53,904.27,882.53,904.27
11/15/02,904.27,910.21,895.35,909.83
11/18/02,909.83,915.91,899.48,900.36
11/19/02,900.36,905.45,893.09,896.74
11/20/02,896.74,915.01,894.93,914.15
11/21/02,914.15,935.13,914.15,933.76
11/22/02,933.76,937.28,928.41,930.55
11/25/02,930.55,937.15,923.31,932.87
11/26/02,932.87,932.87,912.10,913.31
11/27/02,913.31,940.41,913.31,938.87
11/29/02,938.87,941.82,935.58,936.31
12/2/2002,936.31,954.28,927.72,934.53
12/3/2002,934.53,934.53,918.73,920.75
12/4/2002,920.75,925.25,909.51,917.58
12/5/2002,917.58,921.49,905.90,906.55
12/6/2002,906.55,915.48,895.96,912.23
12/9/2002,912.23,912.23,891.97,892.00
12/10/2002,892.00,904.95,892.00,904.45
12/11/2002,904.45,909.94,896.48,904.96
12/12/2002,904.96,908.37,897.00,901.58
12/13/02,901.58,901.58,888.48,889.48
12/16/02,889.48,910.42,889.48,910.40
12/17/02,910.40,911.22,901.74,902.99
12/18/02,902.99,902.99,887.82,891.12
12/19/02,890.02,899.19,880.32,884.25
12/20/02,884.25,897.79,884.25,895.76
12/23/02,895.74,902.43,892.26,897.38
12/24/02,897.38,897.38,892.29,892.47
12/26/02,892.47,903.89,887.48,889.66
12/27/02,889.66,890.46,873.62,875.40
12/30/02,875.40,882.10,870.23,879.39
12/31/02,879.39,881.93,869.45,879.82
1/2/2003,879.82,909.03,879.82,909.03
1/3/2003,909.03,911.25,903.07,908.59
1/6/2003,908.59,931.77,908.59,929.01
1/7/2003,929.01,930.81,919.93,922.93
1/8/2003,922.93,922.93,908.32,909.93
1/9/2003,909.93,928.31,909.93,927.57
1/10/2003,927.58,932.89,917.66,927.57
1/13/03,927.57,935.05,922.05,926.26
1/14/03,926.26,931.66,921.72,931.66
1/15/03,931.66,932.59,916.70,918.22
1/16/03,918.22,926.03,911.98,914.60
1/17/03,914.60,914.60,899.02,901.78
1/21/03,901.78,906.00,887.62,887.62
1/22/03,887.62,889.74,877.64,878.36
1/23/03,878.36,890.25,876.89,887.34
1/24/03,887.34,887.34,859.71,861.40
1/27/03,861.40,863.95,844.25,847.48
1/28/03,847.48,860.76,847.48,858.54
1/29/03,858.54,868.72,845.86,864.36
1/30/03,864.36,865.48,843.74,844.61
1/31/03,844.61,858.33,840.34,855.70
2/3/2003,855.70,864.64,855.70,860.32
2/4/2003,860.32,860.32,840.19,848.20
2/5/2003,848.20,861.63,842.11,843.59
2/6/2003,843.59,844.23,833.25,838.15
2/7/2003,838.15,845.73,826.70,829.69
2/10/2003,829.69,837.16,823.53,835.97
2/11/2003,835.97,843.02,825.09,829.20
2/12/2003,829.20,832.12,818.49,818.68
2/13/03,818.68,821.25,806.29,817.37
2/14/03,817.37,834.89,815.03,834.89
2/18/03,834.89,852.87,834.89,851.17
2/19/03,851.17,851.17,838.79,845.13
2/20/03,845.13,849.37,836.56,837.10
2/21/03,837.10,852.28,831.48,848.17
2/24/03,848.17,848.17,832.16,832.58
2/25/03,832.58,839.55,818.54,838.57
2/26/03,838.57,840.10,826.68,827.55
2/27/03,827.55,842.19,827.55,837.28
2/28/03,837.28,847.00,837.28,841.15
3/3/2003,841.15,852.34,832.74,834.81
3/4/2003,834.81,835.43,821.96,821.99
3/5/2003,821.99,829.87,819.00,829.85
3/6/2003,829.85,829.85,819.85,822.10
3/7/2003,822.10,829.55,811.23,828.89
3/10/2003,828.89,828.89,806.57,807.48
3/11/2003,807.48,814.25,800.30,800.73
3/12/2003,800.73,804.19,788.90,804.19
3/13/03,804.19,832.02,804.19,831.90
3/14/03,831.89,841.39,828.26,833.27
3/17/03,833.27,862.79,827.17,862.79
3/18/03,862.79,866.94,857.36,866.45
3/19/03,866.45,874.99,861.21,874.02
3/20/03,874.02,879.60,859.01,875.67
3/21/03,875.84,895.90,875.84,895.79
3/24/03,895.79,895.79,862.02,864.23
3/25/03,864.23,879.87,862.59,874.74
3/26/03,874.74,875.80,866.47,869.95
3/27/03,869.95,874.15,858.09,868.52
3/28/03,868.52,869.88,860.83,863.50
3/31/03,863.50,863.50,843.68,848.18
4/1/2003,848.18,861.28,847.85,858.48
4/2/2003,858.48,884.57,858.48,880.90
4/3/2003,880.90,885.89,876.12,876.45
4/4/2003,876.45,882.73,874.23,878.85
4/7/2003,878.85,904.89,878.85,879.93
4/8/2003,879.93,883.11,874.68,878.29
4/9/2003,878.29,887.35,865.72,865.99
4/10/2003,865.99,871.78,862.76,871.58
4/11/2003,871.58,883.34,865.92,868.30
4/14/03,868.30,885.26,868.30,885.23
4/15/03,885.23,891.27,881.85,890.81
4/16/03,890.81,896.77,877.93,879.91
4/17/03,879.91,893.83,879.20,893.58
4/21/03,893.58,898.01,888.17,892.01
4/22/03,892.01,911.74,886.70,911.37
4/23/03,911.37,919.74,909.89,919.02
4/24/03,919.02,919.02,906.69,911.43
4/25/03,911.43,911.43,897.52,898.81
4/28/03,898.81,918.15,898.81,914.84
4/29/03,914.84,924.24,911.10,917.84
4/30/03,917.84,922.01,911.70,916.92
5/1/2003,916.92,919.68,902.83,916.30
5/2/2003,916.30,930.56,912.35,930.08
5/5/2003,930.08,933.88,924.55,926.55
5/6/2003,926.55,939.61,926.38,934.39
5/7/2003,934.39,937.22,926.41,929.62
5/8/2003,929.62,929.62,919.72,920.27
5/9/2003,920.27,933.77,920.27,933.41
5/12/2003,933.41,946.84,929.30,945.11
5/13/03,945.11,947.51,938.91,942.30
5/14/03,942.30,947.29,935.24,939.28
5/15/03,939.28,948.23,938.79,946.67
5/16/03,946.67,948.65,938.60,944.30
5/19/03,944.30,944.30,920.23,920.77
5/20/03,920.77,925.34,912.05,919.73
5/21/03,919.73,923.85,914.91,923.42
5/22/03,923.42,935.30,922.54,931.87
5/23/03,931.87,935.20,927.42,933.22
5/27/03,933.22,952.76,927.33,951.48
5/28/03,951.48,959.39,950.12,953.22
5/29/03,953.22,962.08,946.23,949.64
5/30/03,949.64,965.38,949.64,963.59
6/2/2003,963.59,979.11,963.59,967.00
6/3/2003,967.00,973.02,964.47,971.56
6/4/2003,971.56,987.85,970.72,986.24
6/5/2003,986.24,990.14,978.13,990.14
6/6/2003,990.14,1007.69,986.01,987.76
6/9/2003,987.76,987.76,972.59,975.93
6/10/2003,975.93,984.84,975.93,984.84
6/11/2003,984.84,997.48,981.61,997.48
6/12/2003,997.48,1002.74,991.27,998.51
6/13/03,998.51,1000.92,984.27,988.61
6/16/03,988.61,1010.86,988.61,1010.74
6/17/03,1010.74,1015.33,1007.04,1011.66
6/18/03,1011.66,1015.12,1004.61,1010.09
6/19/03,1010.09,1011.22,993.08,994.70
6/20/03,994.70,1002.09,993.36,995.69
6/23/03,995.69,995.69,977.40,981.64
6/24/03,981.64,987.84,979.08,983.45
6/25/03,983.45,991.64,974.86,975.32
6/26/03,975.32,986.53,973.80,985.82
6/27/03,985.82,988.88,974.29,976.22
6/30/03,976.22,983.61,973.60,974.50
7/1/2003,974.50,983.26,962.10,982.32
7/2/2003,982.32,993.78,982.32,993.75
7/3/2003,993.75,995.00,983.34,985.70
7/7/2003,985.70,1005.56,985.70,1004.42
7/8/2003,1004.42,1008.92,998.73,1007.84
7/9/2003,1007.84,1010.43,998.17,1002.21
7/10/2003,1002.21,1002.21,983.63,988.70
7/11/2003,988.70,1000.86,988.70,998.14
7/14/03,998.14,1015.41,998.14,1003.86
7/15/03,1003.86,1009.61,996.67,1000.42
7/16/03,1000.42,1003.47,989.30,994.09
7/17/03,994.00,994.00,978.60,981.73
7/18/03,981.73,994.25,981.71,993.32
7/21/03,993.32,993.32,975.63,978.80
7/22/03,978.80,990.29,976.08,988.11
7/23/03,988.11,989.86,979.79,988.61
7/24/03,988.61,998.89,981.07,981.60
7/25/03,981.60,998.71,977.49,998.68
7/28/03,998.68,1000.68,993.59,996.52
7/29/03,996.52,998.64,984.15,989.28
7/30/03,989.28,992.62,985.96,987.49
7/31/03,987.49,1004.59,987.49,990.31
8/1/2003,990.31,990.31,978.86,980.15
8/4/2003,980.15,985.75,966.79,982.82
8/5/2003,982.82,982.82,964.97,965.46
8/6/2003,965.46,975.74,960.84,967.08
8/7/2003,967.08,974.89,963.82,974.12
8/8/2003,974.12,980.57,973.83,977.59
8/11/2003,977.59,985.46,974.21,980.59
8/12/2003,980.59,990.41,979.90,990.35
8/13/03,990.35,992.50,980.85,984.03
8/14/03,984.03,991.91,980.36,990.51
8/15/03,990.51,992.39,987.10,990.67
8/18/03,990.67,1000.35,990.67,999.74
8/19/03,999.74,1003.30,995.30,1002.35
8/20/03,1002.35,1003.54,996.62,1000.30
8/21/03,1000.30,1009.53,999.33,1003.27
8/22/03,1003.27,1011.01,992.62,993.06
8/25/03,993.06,993.71,987.91,993.71
8/26/03,993.71,997.93,983.57,996.73
8/27/03,996.73,998.05,993.33,996.79
8/28/03,996.79,1004.12,991.42,1002.84
8/29/03,1002.84,1008.85,999.52,1008.01
9/2/2003,1008.01,1022.59,1005.73,1021.99
9/3/2003,1021.99,1029.34,1021.99,1026.27
9/4/2003,1026.27,1029.17,1022.19,1027.97
9/5/2003,1027.97,1029.21,1018.19,1021.39
9/8/2003,1021.39,1032.41,1021.39,1031.64
9/9/2003,1031.64,1031.64,1021.14,1023.17
9/10/2003,1023.17,1023.17,1009.74,1010.92
9/11/2003,1010.92,1020.88,1010.92,1016.42
9/12/2003,1016.42,1019.65,1007.71,1018.63
9/15/03,1018.63,1019.79,1013.59,1014.81
9/16/03,1014.81,1029.66,1014.81,1029.32
9/17/03,1029.32,1031.34,1024.53,1025.97
9/18/03,1025.97,1040.16,1025.75,1039.58
9/19/03,1039.58,1040.29,1031.89,1036.30
9/22/03,1036.30,1036.30,1018.30,1022.82
9/23/03,1022.82,1030.12,1021.54,1029.03
9/24/03,1029.03,1029.83,1008.93,1009.38
9/25/03,1009.38,1015.97,1003.26,1003.27
9/26/03,1003.27,1003.45,996.08,996.85
9/29/03,996.85,1006.89,995.31,1006.58
9/30/03,1006.58,1006.58,990.36,995.97
10/1/2003,995.97,1018.22,995.97,1018.22
10/2/2003,1018.22,1021.87,1013.38,1020.24
10/3/2003,1020.24,1039.31,1020.24,1029.85
10/6/2003,1029.85,1036.48,1029.15,1034.35
10/7/2003,1034.35,1039.25,1026.27,1039.25
10/8/2003,1039.25,1040.06,1030.96,1033.78
10/9/2003,1033.78,1048.28,1033.78,1038.73
10/10/2003,1038.73,1040.84,1035.74,1038.06
10/13/03,1038.06,1048.90,1038.06,1045.35
10/14/03,1045.35,1049.49,1040.84,1049.48
10/15/03,1049.48,1053.79,1043.15,1046.76
10/16/03,1046.76,1052.94,1044.04,1050.07
10/17/03,1050.07,1051.89,1036.57,1039.32
10/20/03,1039.32,1044.69,1036.13,1044.68
10/21/03,1044.68,1048.57,1042.59,1046.03
10/22/03,1046.03,1046.03,1028.39,1030.36
10/23/03,1030.36,1035.44,1025.89,1033.77
10/24/03,1033.77,1033.77,1018.32,1028.91
10/27/03,1028.91,1037.75,1028.91,1031.13
10/28/03,1031.13,1046.79,1031.13,1046.79
10/29/03,1046.79,1049.83,1043.35,1048.11
10/30/03,1048.11,1052.81,1043.82,1046.94
10/31/03,1046.94,1053.09,1046.94,1050.71
11/3/2003,1050.71,1061.44,1050.71,1059.02
11/4/2003,1059.02,1059.02,1051.70,1053.25
11/5/2003,1053.25,1054.54,1044.88,1051.81
11/6/2003,1051.81,1058.94,1046.93,1058.05
11/7/2003,1058.05,1062.39,1052.17,1053.21
11/10/2003,1053.21,1053.65,1045.58,1047.11
11/11/2003,1047.11,1048.23,1043.46,1046.57
11/12/2003,1046.57,1059.10,1046.57,1058.53
11/13/03,1058.56,1059.62,1052.96,1058.41
11/14/03,1058.41,1063.65,1048.11,1050.35
11/17/03,1050.35,1050.35,1035.28,1043.63
11/18/03,1043.63,1048.77,1034.00,1034.15
11/19/03,1034.15,1043.95,1034.15,1042.44
11/20/03,1042.44,1046.48,1033.42,1033.65
11/21/03,1033.65,1037.57,1031.20,1035.28
11/24/03,1035.28,1052.08,1035.28,1052.08
11/25/03,1052.08,1058.05,1049.31,1053.89
11/26/03,1053.89,1058.45,1048.28,1058.45
11/28/03,1058.45,1060.63,1056.77,1058.20
12/1/2003,1058.20,1070.47,1058.20,1070.12
12/2/2003,1070.12,1071.22,1065.22,1066.62
12/3/2003,1066.62,1074.30,1064.63,1064.73
12/4/2003,1064.73,1070.37,1063.15,1069.72
12/5/2003,1069.72,1069.72,1060.09,1061.50
12/8/2003,1061.50,1069.59,1060.93,1069.30
12/9/2003,1069.30,1071.94,1059.16,1060.18
12/10/2003,1060.18,1063.02,1053.41,1059.05
12/11/2003,1059.05,1073.63,1059.05,1071.21
12/12/2003,1071.21,1074.76,1067.64,1074.14
12/15/03,1074.14,1082.79,1068.00,1068.04
12/16/03,1068.04,1075.94,1068.04,1075.13
12/17/03,1075.13,1076.54,1071.14,1076.48
12/18/03,1076.48,1089.50,1076.48,1089.18
12/19/03,1089.18,1091.06,1084.19,1088.66
12/22/03,1088.66,1092.94,1086.14,1092.94
12/23/03,1092.94,1096.95,1091.73,1096.02
12/24/03,1096.02,1096.40,1092.73,1094.04
12/26/03,1094.04,1098.47,1094.04,1095.89
12/29/03,1095.89,1109.48,1095.89,1109.48
12/30/03,1109.48,1109.75,1106.41,1109.64
12/31/03,1109.64,1112.56,1106.21,1111.92
1/2/2004,1111.92,1118.85,1105.08,1108.48
1/5/2004,1108.48,1122.22,1108.48,1122.22
1/6/2004,1122.22,1124.46,1118.44,1123.67
1/7/2004,1123.67,1126.33,1116.45,1126.33
1/8/2004,1126.33,1131.92,1124.91,1131.92
1/9/2004,1131.92,1131.92,1120.90,1121.86
1/12/2004,1121.86,1127.85,1120.90,1127.23
1/13/04,1127.23,1129.07,1115.19,1121.22
1/14/04,1121.22,1130.75,1121.22,1130.52
1/15/04,1130.52,1137.11,1124.54,1132.05
1/16/04,1132.05,1139.83,1132.05,1139.83
1/20/04,1139.83,1142.93,1135.40,1138.77
1/21/04,1138.77,1149.21,1134.62,1147.62
1/22/04,1147.62,1150.51,1143.01,1143.94
1/23/04,1143.94,1150.31,1136.85,1141.55
1/26/04,1141.55,1155.38,1141.00,1155.37
1/27/04,1155.37,1155.37,1144.05,1144.05
1/28/04,1144.05,1149.14,1126.50,1128.48
1/29/04,1128.48,1134.39,1122.38,1134.11
1/30/04,1134.11,1134.17,1127.73,1131.13
2/2/2004,1131.13,1142.45,1127.87,1135.26
2/3/2004,1135.26,1137.44,1131.33,1136.03
2/4/2004,1136.03,1136.03,1124.74,1126.52
2/5/2004,1126.52,1131.17,1124.44,1128.59
2/6/2004,1128.59,1142.79,1128.39,1142.76
2/9/2004,1142.76,1144.46,1139.21,1139.81
2/10/2004,1139.81,1147.02,1138.70,1145.54
2/11/2004,1145.54,1158.89,1142.33,1157.76
2/12/2004,1157.76,1157.76,1151.44,1152.11
2/13/04,1152.11,1156.88,1143.24,1145.81
2/17/04,1145.81,1158.98,1145.81,1156.99
2/18/04,1156.99,1157.40,1149.54,1151.82
2/19/04,1151.82,1158.57,1146.85,1147.06
2/20/04,1147.06,1149.81,1139.00,1144.11
2/23/04,1144.11,1146.69,1136.98,1140.99
2/24/04,1140.99,1144.54,1134.43,1139.09
2/25/04,1139.09,1145.24,1138.96,1143.67
2/26/04,1143.67,1147.23,1138.62,1144.91
2/27/04,1145.80,1151.68,1141.80,1144.94
3/1/2004,1144.94,1157.45,1144.94,1155.97
3/2/2004,1155.97,1156.54,1147.31,1149.10
3/3/2004,1149.10,1152.44,1143.78,1151.03
3/4/2004,1151.03,1154.97,1149.81,1154.87
3/5/2004,1154.87,1163.23,1148.77,1156.86
3/8/2004,1156.86,1159.94,1146.97,1147.20
3/9/2004,1147.20,1147.32,1136.84,1140.58
3/10/2004,1140.58,1141.45,1122.53,1123.89
3/11/2004,1123.89,1125.96,1105.87,1106.78
3/12/2004,1106.78,1120.63,1106.78,1120.57
3/15/04,1120.57,1120.57,1103.36,1104.49
3/16/04,1104.49,1113.76,1102.61,1110.70
3/17/04,1110.70,1125.76,1110.70,1123.75
3/18/04,1123.75,1125.50,1113.25,1122.32
3/19/04,1122.32,1122.72,1109.69,1109.78
3/22/04,1109.78,1109.78,1089.54,1095.40
3/23/04,1095.40,1101.52,1091.57,1093.95
3/24/04,1093.95,1098.32,1087.16,1091.33
3/25/04,1091.33,1110.38,1091.33,1109.19
3/26/04,1109.19,1115.27,1106.13,1108.06
3/29/04,1108.06,1124.37,1108.06,1122.47
3/30/04,1122.47,1127.60,1119.66,1127.00
3/31/04,1127.00,1130.83,1121.46,1126.21
4/1/2004,1126.21,1135.67,1126.20,1132.17
4/2/2004,1132.17,1144.81,1132.17,1141.81
4/5/2004,1141.81,1150.57,1141.64,1150.57
4/6/2004,1150.57,1150.57,1143.30,1148.16
4/7/2004,1148.16,1148.16,1138.41,1140.53
4/8/2004,1140.53,1148.97,1134.52,1139.32
4/12/2004,1139.32,1147.29,1139.32,1145.20
4/13/04,1145.20,1147.78,1127.70,1129.44
4/14/04,1129.44,1132.52,1122.15,1128.17
4/15/04,1128.17,1134.08,1120.75,1128.84
4/16/04,1128.84,1136.80,1126.90,1134.61
4/19/04,1134.56,1136.18,1129.84,1135.82
4/20/04,1135.82,1139.26,1118.09,1118.15
4/21/04,1118.15,1125.72,1116.03,1124.09
4/22/04,1124.09,1142.77,1121.95,1139.93
4/23/04,1139.93,1141.92,1134.81,1140.60
4/26/04,1140.60,1145.08,1132.91,1135.53
4/27/04,1135.53,1146.56,1135.53,1138.11
4/28/04,1138.11,1138.11,1121.70,1122.41
4/29/04,1122.41,1128.80,1108.04,1113.89
4/30/04,1113.89,1119.26,1107.23,1107.30
5/3/2004,1107.30,1118.72,1107.30,1117.49
5/4/2004,1117.49,1127.74,1112.89,1119.55
5/5/2004,1119.55,1125.07,1117.90,1121.53
5/6/2004,1121.53,1121.53,1106.30,1113.99
5/7/2004,1113.99,1117.30,1098.63,1098.70
5/10/2004,1098.70,1098.70,1079.63,1087.12
5/11/2004,1087.12,1095.69,1087.12,1095.45
5/12/2004,1095.45,1097.55,1076.32,1097.28
5/13/04,1097.28,1102.77,1091.76,1096.44
5/14/04,1096.44,1102.10,1088.24,1095.70
5/17/04,1095.70,1095.70,1079.36,1084.10
5/18/04,1084.10,1094.10,1084.10,1091.49
5/19/04,1091.49,1105.93,1088.49,1088.68
5/20/04,1088.68,1092.62,1085.43,1089.19
5/21/04,1089.19,1099.64,1089.19,1093.56
